物业不派人员清扫导致胡同脏乱差	日常服务不到位
地下停车场与商业街通道门位置不合理	安全没保障
和平里街道办事处综合治理部门至今不给安装摄像头	监控实施损坏
维修基金被动用	申请与使用
未经业主同意，物业私自动用公共维修基金，业主对此意见大	缴纳与监管
核实地下车库性质	安全没保障
希望帮助协调原来物业的撤出	受破坏及法律权益保障
雅苑地杰物业侵占业主共有车位#市政府门户网站互动交流平台#	保安不当行为
核实安装摄像头时间	监控实施损坏
物业选举居委会不正规	组织、推选
楼道内停放电动车和摩托车存在安全隐患/保密	安全秩序没保障
柜子清走无人处理	安全秩序没保障
石景山区古城街道古城南街9号院（绿地金融城）开发商不让业主车辆进入小区问题	管理简单粗暴
物业费太高不合理问题	物业费
物业收费不合理	管理费
物业公司重叠收取物业费	物业费
希望相关部门帮助解决招开临时业主大会	权力运作及监督
地下室积水存在安全隐患	安全秩序没保障
中国农业科学研究院后勤服务中心物业管理中心不作为	入户维修态度及质量差
未经业主同意，物业私自使用公共维修基金，业主对此意见大	申请与使用
不让安装新能源汽车电桩	安全没保障
防盗门损坏修理后不给钥匙的问题	权力运作及监督
停车秩序混乱	秩序混乱
希望把爱心募捐箱移动显著位置	管理简单粗暴
投诉业委会非法操纵业主大会选定物业	权力运作及监督
居委会不作为	组织、推选
楼道内存在杂物希望尽快清理	日常服务不到位
迟迟未给退装修押金问题	管理费
棕榈泉国际公寓保安未及时让自己访客	日常服务不到位
选择物业希望以票数最多的选而不是流标	组织、推选
核实物业向自家单位收取空调维修费是否合理	管理费
物业私自把小区业主的车辆的信息从小区电子台杆中删除	质量和水平
小区内停车乱	秩序混乱
不给业主家安装对讲机及门禁卡频繁出现故障	日常服务不到位
核实未经自己同意能否动用自己的公共维修基金	申请与使用
街道未按程序帮助小区成立业委会	组织、推选
物业管理设施不合理	安全没保障
物业私自动用小区消防设施，希望帮助处理	管理简单粗暴
物业费过贵	物业费
小区物业乱收费问题	管理费
核实没有房本是否应该交物业费	管理费
物业不退还多收物业费的问题	质量和水平
绿地杂草多树叶落地无人清理	日常服务不到位
123号楼监控安装未启用	监控实施损坏
能合理明确把第一家物业投票选举结果公布出来	组织、推选
物业不履行职责	入户维修态度及质量差
小区内安装栏杆影响通行，希望尽快拆除	日常服务不到位
希望安慧里三区物业公示收费依据并与业主签订合规的物业合同	物业费
希望尽快处理外部社会车辆的进入	日常服务不到位
小区所属居委会	组织、推选
小区物业不管理小区	入户维修态度及质量差
占用消防通道停车	安全没保障
业主把接线板伸入窗外充电存在隐患	安全秩序没保障
单元门禁损坏#评论# 	安全秩序没保障
龙泉镇三家店水泥厂宿舍大院9排6号摄像头未打开	监控实施损坏
东湖街道阻扰小区成立业委会	组织、推选
劲松八区没有保安的问题	保安不当行为
物业费高问题【北京市委书记蔡奇】#人民网地方领导留言板#	物业费
垃圾收费过高问题	垃圾清运费
街巷保安人员不履行职责	保安不当行为
希望小区更换物业问题	日常服务不到位
人员聚集感到人身有威胁	保安不当行为
小区内停放外来车辆不合理	秩序混乱
投诉物业不履行职责	管理简单粗暴
小区内停车秩序混乱问题	秩序混乱
希望尽快成立业委会	权力运作及监督
开发商拖着不给办理变更房主信息，希望及时解决	日常服务不到位
小区无物业	日常服务不到位
业委会乱作为问题	权力运作及监督
三轮车以及汽车占用小区停车位不开走问题	秩序混乱
开发商不配合提供资料，导致小区无法成立业委会，希望帮助协调	组织、推选
迟迟未退面积差问题	缴纳与监管
协调成立居委会（12 ）	组织、推选
小区物业的保安日常服务不到位	保安不当行为
小区物业大型维修基金的数额希望进行明确花费公示/保密	缴纳与监管
按照楼层高度收取供暖费不合理	自供暖社区供暖费
尽快修路	安全没保障
小区内治安差，希望安装监控设施	监控实施损坏
物业收取垃圾燃烧费不合理，居民对此意见大	垃圾清运费
希望惠民家园2区加设充电桩	申请与使用
让缴纳电梯费不合理	管理费
西潞街道不让成立业主委员会	组织、推选
物业卡着不交停车费的业主出小区	秩序混乱
物业工作质量问题“12369热线来电”	质量和水平
加强管理租户随意在步行梯里随地大小便情况“12315热线来电”/保密	日常服务不到位
建议安装个摄像头	监控实施损坏
取消业委会	权力运作及监督
私画停车线影响出行	秩序混乱
物业私自停水电/保密	管理简单粗暴
物业乱收费“12319热线来电”	管理费
嘉瑞通小区安装充电桩无法安装电表	申请与使用
居民居住房屋污水没有得到良好的处理	日常服务不到位
西城区和丰台区不交接导致无法成立业主委员会	组织、推选
物业不出租地下停车位导致居民无处停车	场地紧张
物业收费不合理	物业费
物业收费不合理	管理费
宣祥家园小区物业公司不作为#微博私信# 	质量和水平
镇政府迟迟未审批小区成立业委会问题	组织、推选
外面车辆随意出入小区问题	日常服务不到位
希望大兴区建委核实香海园物业申请公维基金应急流程及造价是否合理	申请与使用
车辆被砸伤后赔偿问题	安全没保障
尽快开启龙岗安居里小区的中央空调的冷风	日常服务不到位
投诉保安态度恶劣	日常服务不到位
物业未经所有业主同意实施租凭固定车位不合理	管理简单粗暴
希望相关部门核实调查了解小区情况	权力运作及监督
物业工作不负责任	态度与规范
无法成立业委会	组织、推选
希望了解物业是否有权利锁业主的车辆	保安不当行为
对本中心工作流程的建议	质量和水平
车位前方有障碍物影响出行问题	安全没保障
换门禁卡不合理问题/保密	质量和水平
出租屋有隔断	安全没保障
反映写字楼内存在安全隐患问题	安全秩序没保障
收费合理不合理	收费不合理
物业费收费标准不合理问题	物业费
慧泽园小区停车费收费过高不合理的问题	收费不合理
无法更换停车证	态度与规范
开发商迟迟不做对接的问题	日常服务不到位
物业涨百分之三十的物业费不合理问题	物业费
物业强迫收取停车费问题	管理简单粗暴
小区迟迟无法成立业委会	组织、推选
物业收取停车费未征求业主同意	收费不合理
尽快改选专家国际花园小区业委会	组织、推选
物业不给盖章无法安装充电桩	质量和水平
希望给停车位设置一个坡度	安全没保障
晨月园小区7号楼垃圾清理的问题	垃圾清运费
帮助规范电动车自行车停车充电问题	秩序混乱
楼道内放共享单车无人管	秩序混乱
单元门门禁故障无人处理的问题	安全秩序没保障
收费	管理费
未领到丧葬费	权力运作及监督
小区不让别的运营商进入	管理简单粗暴
居委会不让成立业主委员会问题	组织、推选
协调物业更换亮点的灯泡	入户维修态度及质量差
物业乱收费的问题	垃圾清运费
小区部分居民无法显示住房公共维修基金问题	缴纳与监管
物业不作为	质量和水平
物业管理不善导致小区频发盗窃事件	安全秩序没保障
万达物业门头费	管理费
投诉自家漏水物业不给解决物业不作为问题	质量和水平
物业收取房费差价不合理的的问题	管理费
物业收费不合理的问题	垃圾清运费
小区没有监控设施	监控实施损坏
物业收取服务费，业主对此意见大	管理费
小区不让外地车牌进入小区停车	场地紧张
举报村委会填埋生活垃圾	垃圾清运费
供暖费无人报销	自供暖社区供暖费
楼道和应急通道的灯都不亮	安全秩序没保障
物业强制补缴物业费不合理	物业费
保安不值班	保安不当行为
小区物业乱收费	管理费
咨询如何信息公开问题	权力运作及监督
佳运园社区工作人员态度恶劣	威胁恐吓业主
宝隆公寓小区楼道间停放大量电动车存在安全隐患问题	安全秩序没保障
小区物业日常服务不到位	日常服务不到位
强行推行人脸识别进门	质量和水平
物业收取水电费不合理	质量和水平
物业开据发票的规定不合理	入户维修态度及质量差
在居民楼开宠物医院不认可问题	管理简单粗暴
小区尽快进行老旧小区改造	质量和水平
希望小区物业对外来车辆停放加强管理	质量和水平
翠城盛园小区收取公共区域停车费问题	收费不合理
看车工作人员不履行职责	保安不当行为
希望加强管理东四十一条31号院外来车辆随意进入问题#微博私信#	秩序混乱
反映保安无辜推自己	保安不当行为
希望找到打自己的三个保安人员	保安不当行为
居委会开通道路导致小区停车秩序差问题	安全没保障
希望增设摄像头	监控实施损坏
在一层楼道不安装摄像头不合理	日常服务不到位
公共区域自来水水管损坏 物业一直维修不合理	物业费
小区内人员混杂安全不保障	安全秩序没保障
建议物业在小区单元门公告栏上张贴物业服务范围及标准#评论#	态度与规范
市民反映小区物业收费不合理的问题	管理费
星光大中心不退维修基金费用	缴纳与监管
黑保安不让进村	保安不当行为
38号楼天然气管道附近环境脏乱差	安全没保障
物业私自在小区电梯内安装广告	申请与使用
投诉物业不作为	质量和水平
北门被封死的问题	安全秩序没保障
物业楼门口结冰未及时清理	日常服务不到位
强制断水电问题	威胁恐吓业主
监控不亮	监控实施损坏
小区业委会非法成立希望重新选举问题	权力运作及监督
景一社区监控坏了	监控实施损坏
希望安装摄像头	监控实施损坏
摄像头损坏	监控实施损坏
希望撤除小区门口蔬菜直通车问题	权力运作及监督
物业迟迟不退装修保证金问题	缴纳与监管
停车秩序差	秩序混乱
物业乱作为问题	态度与规范
小区安全没保障问题	安全秩序没保障
希望成立居委会	日常服务不到位
小区物业管理不作为	秩序混乱
物业保安不当行为的问题	保安不当行为
保安服务态度太差	保安不当行为
物业收费问题	管理费
小区临时水电的问题	物业费
私占车位影响停车	秩序混乱
物业收加开门禁钱不合理	质量和水平
摄像头故障无人维修	监控实施损坏
希望建外街道办事处召开业主大会罢免业委会	权力运作及监督
向阳3号楼楼下的工作人员休息室被侵占	日常服务不到位
拆除地锁不合理问题	秩序混乱
未经业主同意，物业私自终止并转让小区物业服务，居民对此意见大	态度与规范
违法入驻	管理简单粗暴
未及时打扫小区内卫生	日常服务不到位
小区停车管理混乱的问题	秩序混乱
沿海赛洛城单元门门禁无人维修	安全秩序没保障
反映计算投票方式不合理问题	组织、推选
物业收取停车费用不合理	管理费
投诉小区物业不作为	质量和水平
自行车车棚出租不合理/保密	安全没保障
久长花园小区38号楼北侧垒墙不合理	管理简单粗暴
白色车辆侵犯个人隐私	安全秩序没保障
延庆区川北小区西区监控实施损坏	监控实施损坏
警察看守影响居民生活的问题	质量和水平
物业不作为	秩序混乱
 停水停电问题	管理简单粗暴
天鑫家园小区物业收钱允许游商在小区经营的问题#微博私信#	态度与规范
小区内停车秩序混乱的问题	秩序混乱
小区物业不作为	态度与规范
物业拒收暖气费	管理简单粗暴
原业委会不撤出影响居民生活安全的问题	受破坏及法律权益保障
物业不作为	质量和水平
小区物业调整停车费未征求业主意见	收费不合理
建议收取停车管理费用	秩序混乱
物业不处理在停车地方安装摄像头问题	监控实施损坏
物业私装地锁导致停车秩序差，影响居民出行	秩序混乱
希望石景山区农委尽快补缴公维基金问题	缴纳与监管
咨询业主委员会办理流程	组织、推选
物业不作为	质量和水平
保安收保护费	保安不当行为
物业不让进停车库	态度与规范
协调开通门禁	安全秩序没保障
物业不作为问题	态度与规范
物业乱收停车费，小区居民意见大	收费不合理
让外来车辆停在小区内存在安全隐患	安全没保障
瀛海家园小区保安给自己的车贴胶且态度恶劣“12316热线来电”	保安不当行为
路口北划车位线不合理影响通行问题	秩序混乱
停车秩序差	秩序混乱
清源佳园小区地下车位迟迟未开放使用	场地紧张
协调加强小区自行车停放管理	日常服务不到位
小区物业给小区固定停车位安装地锁不合理	管理简单粗暴
小区路灯关闭较早	入户维修态度及质量差
个关于停车费合理的解释	收费不合理
物业收费不合理	自供暖社区供暖费
希望治理高空抛物存在安全隐患问题	日常服务不到位
物业收费不合理的问题	收费不合理
小区内建设幼儿园不合理	安全秩序没保障
交身份证办理门禁卡不合理	管理简单粗暴
未按规定进行业务会选举/保密	组织、推选
无法成立业主委员会	组织、推选
出租公房不合理	日常服务不到位
业委会改选乡政府不给备案	受破坏及法律权益保障
楼上往下扔东西存在安全隐患问题	安全秩序没保障
物业违规收取装修保证金	物业费
物业费	物业费
物业收水电费不合理	自供暖社区供暖费
小区内业委会迟迟无法成立	组织、推选
协调重新选举成立业委会	组织、推选
小吃城排烟	态度与规范
电表走字异常	物业费
回迁房物业费太高	物业费
希望清理马蜂窝的问题	态度与规范
物业费收取不合理	物业费
物业不清理垃圾	日常服务不到位
小区物业管理不当问题	态度与规范
医院保安管理差	保安不当行为
物业管理不当	管理简单粗暴
物业不让行人通行的问题	态度与规范
物业堵死窗户/保密	日常服务不到位
柯建新等业委会人员冒签业主房屋维修基金调出业主的房屋维修基金问题	权力运作及监督
房地产开发经营公司有没有交公共维修基金	缴纳与监管
希望安装摄像头	监控实施损坏
希望帮助核实收取费用是否合理	管理费
不希望撤销怡萍小区业主委员会为	受破坏及法律权益保障
无法申请大修基金	申请与使用
物业不作为不给处理车库堵车问题	秩序混乱
装修保证金费用高不合理及收每平米10元钱的清理垃圾费不合理及物业推荐装修公司不合理	垃圾清运费
希望及时修理监控设施	监控实施损坏
物业私自涨价物业费，业主对此意见大	物业费
燃气报警器响被物业直接拔掉	管理简单粗暴
开元盛世物业不作为	申请与使用
成立业主委员会问题	组织、推选
小区内的门禁坏了	监控实施损坏
小区内乱停车，希望维护停车秩序	秩序混乱
邑上原著物业迟迟不给换玻璃	日常服务不到位
龙湖滟澜居委会协调物业对小区内人防车位等公共收益进行公示和审计	权力运作及监督
物业不作为	态度与规范
地下车库只有两个公共门存在消防隐患	安全没保障
地下室有安全隐患	安全秩序没保障
地下停车场被黑物业霸占。	秩序混乱
投诉物业不作为	日常服务不到位
彩虹家园北区10号楼3单元没有摄像头的问题	监控实施损坏
活动房占据停车位	安全没保障
投诉居委会态度恶略	态度与规范
僵尸车问题	安全没保障
加强对物业公司的管理的问题	权力运作及监督
百万庄小区长时间未使用摄像系统问题	监控实施损坏
 小区管理混乱	态度与规范
迎喜家园小区业委会成立要求不合理问题	组织、推选
投诉物业公司乱收费	自供暖社区供暖费
东家园小区物业不叫自家装空调	管理简单粗暴
小区内摄像头一直关闭	监控实施损坏
将台乡没有通过业主同意安装广告牌	受破坏及法律权益保障
外来人员随意进入小区，希望物业加强管理	安全秩序没保障
物业收取能源费不合理问题	自供暖社区供暖费
物业管理不到位	保安不当行为
投诉友谊家园小区物业	安全秩序没保障
